,NIDID,cell_id,cell_id_orig,lat,lat_orig,lon,lon_orig,res_capacity,storage_ratio,storage_ratio_25th,storage_ratio_75th,parameter_type,WBM_Decision,ror_type,,*res_capacity is maximum storage in acre-feet
767,NV01151,2340804,2340804,41.391666,41.3917,-117.191666,-117.1917,66000,0.53030303,0.132575758,0.397727273,avge,WBM Input,Unknown,,
768,NV10119,1575138,1575138,41.691666,41.6917,-115.841667,-115.8417,95235,0.756024571,0.228006802,0.572886829,calibrated,WBM Input,Unknown,,
769,NV10122,2095435,2095435,36.008335,36.0083,-114.741669,-114.7417,30237000,0.934451169,0.482537561,0.740446842,calibrated,WBM Input,Intermediate Peaking,,
770,NY00006,2942241,2942241,43.275002,43.275,-75.425003,-75.425,87500,0.632114286,0.158028571,0.474085714,avge,WBM Input,Unknown,,
771,NY00011,3069051,3069051,44.258335,44.2583,-74.291664,-74.2917,70924,1,0.25,0.75,avge,WBM Input,Unknown,,
772,NY00029,2942817,2942817,41.408333,41.4083,-73.708336,-73.7083,42300,0.730496454,0.182624113,0.54787234,avge,WBM Input,Unknown,,
773,NY00038,2943015,2943015,41.258335,41.2583,-73.675003,-73.675,39700,0.80604534,0.201511335,0.604534005,avge,WBM Input,Unknown,,
774,NY00039,2942412,2942412,41.358334,41.3583,-73.64167,-73.6417,49760,0.874196141,0.218549035,0.655647106,avge,WBM Input,Unknown,,
775,NY00045,2943159,2943159,41.308334,41.3083,-73.741669,-73.7417,23170,0.88662063,0.221655158,0.664965473,avge,WBM Input,Unknown,,
776,NY00046,2941951,2941951,41.224998,41.225,-73.85833,-73.8583,96000,0.759375,0.18984375,0.56953125,avge,WBM Input,Unknown,,
777,NY00050,2943097,2943097,41.325001,41.325,-73.64167,-73.6417,25500,0.862745098,0.215686275,0.647058824,avge,WBM Input,Unknown,,
778,NY00051,3330841,3330841,41.091667,41.0917,-73.741669,-73.7417,116560,0.804564173,0.201141043,0.60342313,avge,WBM Input,Unknown,,
779,NY00074,2942313,2942313,41.825001,41.825,-74.441666,-74.4417,202800,0.757559172,0.189389793,0.568169379,avge,WBM Input,Unknown,,
780,NY00093,2943007,2943007,42.474998,42.475,-73.908333,-73.9083,40242,0.732170369,0.183042592,0.549127777,avge,WBM Input,Unknown,,
781,NY00095,3247154,3247154,41.091667,41.0917,-73.958336,-73.9583,36362,0.474396348,0.118599087,0.355797261,avge,WBM Input,Unknown,,
782,NY00117,2942490,2942490,42.875,42.875,-73.591667,-73.5917,56600,0.698250883,0.174562721,0.523688163,avge,WBM Input,Unknown,,
783,NY00136,2941627,2941627,43.241665,43.2417,-73.758331,-73.7583,31000,1,0.25,0.75,avge,WBM Input,Peaking,,
784,NY00141,2941624,2941624,43.275002,43.275,-73.708336,-73.7083,9150,1,0.25,0.75,avge,WBM Input,Peaking,,
785,NY00144,2941616,2941616,43.291668,43.2917,-73.591667,-73.5917,413,1,0.25,0.75,avge,"No WBM Input, Hydro",ROR,,
786,NY00145,2941631,2941631,43.241665,43.2417,-73.824997,-73.825,1200,1,0.25,0.75,avge,WBM Input,Intermediate Peaking,,
787,NY00146,2941700,2941700,43.308334,43.3083,-73.925003,-73.925,792000,0.859974747,0.214993687,0.644981061,avge,WBM Input,Intermediate Peaking,,
788,NY00149,2941699,2941699,43.308334,43.3083,-73.908333,-73.9083,18600,1,0.25,0.75,avge,WBM Input,Peaking,,
789,NY00155,2942352,2942352,43.758335,43.7583,-74.275002,-74.275,170235,1,0.25,0.75,avge,WBM Input,Unknown,,
790,NY00173,2941569,2941569,42.791668,42.7917,-73.708336,-73.7083,240,1,0.25,0.75,avge,WBM Input,Peaking,,
791,NY00176,2942005,2942005,42.391666,42.3917,-74.458336,-74.4583,95575,0.668815067,0.167203767,0.5016113,avge,WBM Input,Unknown,,
792,NY00216,3069580,3069580,44.291668,44.2917,-73.991669,-73.9917,112996,1,0.25,0.75,avge,WBM Input,Unknown,,
793,NY00230,3068728,3068728,43.825001,43.825,-73.425003,-73.425,2250000,1,0.25,0.75,avge,WBM Input,Unknown,,
794,NY00236,3069430,3069430,44.758335,44.7583,-73.808334,-73.8083,90000,0.588866667,0.147216667,0.44165,avge,WBM Input,Unknown,,
795,NY00249,3220394,3220394,44.558334,44.5583,-74.941666,-74.9417,620,1,0.25,0.75,avge,"No WBM Input, Hydro",ROR,,
796,NY00253,3220603,3220603,44.108334,44.1083,-74.675003,-74.675,21500,0.688372093,0.172093023,0.51627907,avge,WBM Input,Unknown,,
797,NY00261,3220409,3220409,44.458332,44.4583,-74.758331,-74.7583,104463,1,0.25,0.75,avge,WBM Input,Unknown,,
798,NY00315,1273102,1273102,43.724998,43.725,-74.908302,-74.9083,22610,0.398142415,0.099535604,0.298606811,avge,WBM Input,Unknown,,
799,NY00316,1260221,1260221,43.891666,43.8917,-75.058334,-75.0583,108000,1,0.25,0.75,avge,WBM Input,Unknown,,
800,NY00342,2967209,2967209,42.075001,42.075,-74.958336,-74.9583,609740,0.689277397,0.172319349,0.516958048,avge,WBM Input,Unknown,,
801,NY00348,2967597,2967597,41.808334,41.8083,-74.625,-74.625,142000,0.766704225,0.191676056,0.575028169,avge,WBM Input,Unknown,,
802,NY00361,2680672,2680672,42.724998,42.725,-74.908333,-74.9083,345320,0.987762076,0.246940519,0.740821557,avge,WBM Input,Unknown,,
803,NY00374,1257838,1257838,43.558334,43.5583,-75.908333,-75.9083,66500,1,0.25,0.75,avge,WBM Input,Unknown,,
804,NY00390,1259647,1259647,42.641666,42.6417,-77.074997,-77.075,165000,0.487878788,0.121969697,0.365909091,avge,WBM Input,Unknown,,
805,NY00410,1247433,1247433,43.258335,43.2583,-76.208336,-76.2083,255360,1,0.25,0.75,avge,WBM Input,Unknown,,
806,NY00414,1268860,1268860,42.924999,42.925,-76.425003,-76.425,160000,0.88125,0.2203125,0.6609375,avge,WBM Input,Unknown,,
807,NY00416,1246834,1246834,42.941666,42.9417,-76.741669,-76.7417,663000,0.79638009,0.199095023,0.597285068,avge,WBM Input,Unknown,,
808,NY00464,1272231,1272231,42.375,42.375,-78.191666,-78.1917,27000,0.940740741,0.235185185,0.705555556,avge,WBM Input,Unknown,,
809,NY00468,1248286,1248286,42.741665,42.7417,-77.908333,-77.9083,408000,0.011421569,0.002855392,0.008566176,avge,WBM Input,Unknown,,
810,NY00477,1275442,1275442,42.741665,42.7417,-77.60833,-77.6083,41101,0.543928372,0.135982093,0.407946279,avge,WBM Input,Unknown,,
811,NY00484,1245894,1245894,43.174999,43.175,-77.625,-77.625,414,1,0.25,0.75,avge,"No WBM Input, Hydro",ROR,,
812,NY00506,2968248,2968248,41.625,41.625,-74.824997,-74.825,25211,1,0.25,0.75,avge,WBM Input,Unknown,,
813,NY00542,2967181,2967181,42.058334,42.0583,-75.375,-75.375,434300,0.690766751,0.172691688,0.518075063,avge,WBM Input,Unknown,,
814,NY00674,2681404,2681404,42.358334,42.3583,-77.125,-77.125,74000,0.810810811,0.202702703,0.608108108,avge,WBM Input,Unknown,,
815,NY00678,1241965,1241965,44.991665,44.9917,-74.808334,-74.8083,803000,0.933997509,0.233499377,0.700498132,avge,WBM Input,Peaking,,
816,NY00734,3220430,3220430,44.224998,44.225,-74.525002,-74.525,36400,0.538461538,0.134615385,0.403846154,avge,WBM Input,Unknown,,
817,NY00740,2681149,2681149,42.341667,42.3417,-77.708336,-77.7083,22600,0.040486726,0.010121681,0.030365044,avge,WBM Input,Unknown,,
818,NY00753,1276865,1276865,42.891666,42.8917,-76.308334,-76.3083,47890,0.544309877,0.136077469,0.408232408,avge,WBM Input,Unknown,,
819,NY00776,1259761,1259761,42.924999,42.925,-76.558334,-76.5583,64233,0.275746112,0.068936528,0.206809584,avge,WBM Input,Unknown,,
820,NY01055,2679763,2679763,42.358334,42.3583,-75.974998,-75.975,176000,0.071022727,0.017755682,0.053267045,avge,WBM Input,Unknown,,
821,NY01211,2680418,2680418,42.325001,42.325,-75.224998,-75.225,58350,0.057412168,0.014353042,0.043059126,avge,WBM Input,Unknown,,
822,OH00001,67289,67289,40.641666,40.6417,-82.341667,-82.3417,87700,0.153933865,0.137412476,0.156177853,calibrated,WBM Input,Unknown,,
823,OH00002,34922,34922,40.158333,40.1583,-81.841667,-81.8417,196000,0.030612245,0.007653061,0.022959184,avge,WBM Input,Unknown,,
824,OH00003,27588,27588,40.541668,40.5417,-81.425003,-81.425,203000,1,0.25,0.75,avge,WBM Input,Unknown,,
825,OH00004,42815,42815,40.658333,40.6583,-81.425003,-81.425,149600,1,0.25,0.75,avge,WBM Input,Unknown,,
826,OH00005,55152,55152,40.641666,40.6417,-81.558334,-81.5583,71700,0.023709902,0.005927476,0.017782427,avge,WBM Input,Unknown,,
827,OH00006,106776,106776,40.525002,40.525,-81.275002,-81.275,49700,0.474849095,0.398776934,0.472930816,calibrated,WBM Input,Unknown,,
828,OH00007,35591,35591,39.991665,39.9917,-82.074997,-82.075,274000,0.063868613,0.053143834,0.067257877,calibrated,WBM Input,Unknown,,
829,OH00008,58259,58259,39.625,39.625,-83.208336,-83.2083,102540,0.205090696,0.051272674,0.153818022,avge,WBM Input,Unknown,,
830,OH00010,102628,102628,40.358334,40.3583,-81.224998,-81.225,61600,0.569805195,0.455631215,0.571603609,calibrated,WBM Input,Unknown,,
831,OH00011,89677,89677,40.158333,40.1583,-81.191666,-81.1917,66700,0.517241379,0.457614727,0.521085221,calibrated,WBM Input,Unknown,,
832,OH00012,107280,107280,40.258335,40.2583,-81.275002,-81.275,54000,0.490740741,0.424180666,0.487922053,calibrated,WBM Input,Unknown,,
833,OH00013,81446,81446,39.924999,39.925,-81.441666,-81.4417,88500,0.491525424,0.373703508,0.497381252,calibrated,WBM Input,Unknown,,
834,OH00014,152553,152553,40.474998,40.475,-81.191666,-81.1917,37400,0.521390374,0.130347594,0.391042781,avge,WBM Input,Unknown,,
835,OH00015,46451,46451,40.358334,40.3583,-83.074997,-83.075,132000,0.106060606,0.026515152,0.079545455,avge,WBM Input,Unknown,,
836,OH00016,26280,26280,40.358334,40.3583,-82.091667,-82.0917,285000,1,0.25,0.75,avge,WBM Input,Unknown,,
837,OH00017,39292,39292,39.258335,39.2583,-83.375,-83.375,145000,0.140068966,0.035017241,0.105051724,avge,WBM Input,Unknown,,
838,OH00018,143833,143833,39.541668,39.5417,-82.041664,-82.0417,26900,0.345724907,0.345165855,0.356708553,calibrated,WBM Input,Unknown,,
839,OH00019,57783,57783,40.724998,40.725,-82.158333,-82.1583,102000,1,0.25,0.75,avge,WBM Input,Unknown,,
840,OH00020,62158,62158,40.741665,40.7417,-82.375,-82.375,88000,0.084090909,0.021022727,0.063068182,avge,WBM Input,Unknown,,
841,OH00030,95407,95407,41.158333,41.1583,-81.074997,-81.075,124000,0.457258065,0.114314516,0.342943548,avge,WBM Input,Unknown,,
842,OH00031,92696,92696,41.308334,41.3083,-80.758331,-80.7583,180000,0.457777778,0.114444444,0.343333333,avge,WBM Input,Unknown,,
843,OH00032,59585,59585,41.041668,41.0417,-81.008331,-81.0083,140000,0.417142857,0.104285714,0.312857143,avge,WBM Input,Unknown,,
844,OH00337,100128,100128,41.141666,41.1417,-80.791664,-80.7917,62000,0.58616129,0.146540323,0.439620968,avge,WBM Input,Unknown,,
845,OH00391,53786,53786,40.208332,40.2083,-84.241669,-84.2417,165000,1,0.25,0.75,avge,WBM Input,Unknown,,
846,OH00425,55186,55186,39.641666,39.6417,-84.408333,-84.4083,142000,1,0.25,0.75,avge,WBM Input,Unknown,,
847,OH00426,39055,39055,39.791668,39.7917,-84.091667,-84.0917,297000,1,0.25,0.75,avge,WBM Input,Unknown,,
848,OH00427,29032,29032,39.858334,39.8583,-84.175003,-84.175,386000,1,0.25,0.75,avge,WBM Input,Unknown,,
849,OH00431,40055,40055,39.875,39.875,-84.275002,-84.275,413000,1,0.25,0.75,avge,WBM Input,Unknown,,
850,OH00737,65247,65247,40.108334,40.1083,-82.875,-82.875,145079,0.499796663,0.124949166,0.374847497,avge,WBM Input,Unknown,,
851,OH00751,30620,30620,40.158333,40.1583,-83.125,-83.125,33000,0.448484848,0.112121212,0.336363636,avge,WBM Input,Unknown,,
852,OH00756,1276870,1276870,41.391666,41.3917,-81.191666,-81.1917,41505,0.445247561,0.11131189,0.33393567,avge,WBM Input,Unknown,,
853,OH00778,157225,157225,40.691666,40.6917,-82.60833,-82.6083,26532,0.411653852,0.102913463,0.308740389,avge,WBM Input,Unknown,,
854,OH00927,61259,61259,39.491665,39.4917,-84.058334,-84.0583,242200,0.421139554,0.388798532,0.422327824,calibrated,WBM Input,Unknown,,
855,OH00929,53272,53272,39.025002,39.025,-84.14167,-84.1417,294800,0.314111262,0.280195184,0.309248979,calibrated,WBM Input,Unknown,,
856,OH00931,79974,79974,40.191666,40.1917,-82.958336,-82.9583,134800,0.606083086,0.151520772,0.454562315,avge,WBM Input,Unknown,,
857,OK00073,38837,38837,36.125,36.125,-94.558334,-94.5583,22450,1,0.25,0.75,avge,WBM Input,Unknown,,
858,OK00092,71265,71265,34.441666,34.4417,-96.074997,-96.075,169485,0.643154261,0.160788565,0.482365696,avge,WBM Input,Unknown,,
859,OK00134,11048,11048,36.241665,36.2417,-95.208336,-95.2083,440000,0.477272727,0.469082802,0.498400708,calibrated,WBM Input,Peaking,,
860,OK00135,11532,11532,36.458332,36.4583,-95.058334,-95.0583,2197000,0.764679108,0.191169777,0.573509331,avge,WBM Input,Peaking,,
861,OK00450,91201,91201,34.741665,34.7417,-98.508331,-98.5083,88665,0.616906333,0.154226583,0.46267975,avge,WBM Input,Unknown,,
862,OK00452,59266,59266,34.791668,34.7917,-98.35833,-98.3583,189200,0.314323467,0.078580867,0.2357426,avge,WBM Input,Unknown,,
863,OK01175,131548,131548,34.608334,34.6083,-97.675003,-97.675,30120,0.700531208,0.175132802,0.525398406,avge,WBM Input,Unknown,,
864,OK01192,139743,139743,34.591667,34.5917,-97.89167,-97.8917,25962,0.540828904,0.135207226,0.405621678,avge,WBM Input,Unknown,,
865,OK01347,215162,215162,36.825001,36.825,-96.058334,-96.0583,39700,0.100755668,0.025188917,0.075566751,avge,WBM Input,Unknown,,
866,OK01362,140384,140384,35.608334,35.6083,-96.074997,-96.075,25900,0.547104247,0.136776062,0.410328185,avge,WBM Input,Unknown,,
867,OK01388,108310,108310,36.141666,36.1417,-97.191666,-97.1917,119040,0.516633065,0.129158266,0.387474798,avge,WBM Input,Unknown,,
868,OK01429,153199,153199,36.174999,36.175,-97.175003,-97.175,24726,0.798066812,0.199516703,0.598550109,avge,WBM Input,Unknown,,
869,OK02230,201526,201526,35.208332,35.2083,-96.35833,-96.3583,41226,0.014238587,0.003559647,0.01067894,avge,WBM Input,Unknown,,
870,OK02341,117097,117097,36.325001,36.325,-95.574997,-95.575,20000,0.395,0.09875,0.29625,avge,WBM Input,Unknown,,
871,OK02395,182951,182951,35.525002,35.525,-96.324997,-96.325,26200,0.5,0.125,0.375,avge,WBM Input,Unknown,,
872,OK02500,19899,19899,34.891666,34.8917,-99.291664,-99.2917,168120,0.799994052,0.199998513,0.599995539,avge,WBM Input,Unknown,,
873,OK02501,76419,76419,34.441666,34.4417,-97.025002,-97.025,226450,0.480631486,0.120157871,0.360473614,avge,WBM Input,Unknown,,
874,OK02502,54321,54321,35.174999,35.175,-98.458336,-98.4583,292390,0.273641369,0.068410342,0.205231027,avge,WBM Input,Unknown,,
875,OK02503,26094,26094,35.558334,35.5583,-99.191666,-99.1917,816900,0.206551598,0.051637899,0.154913698,avge,WBM Input,Unknown,,
876,OK02504,57398,57398,35.224998,35.225,-97.224998,-97.225,367467,0.325471403,0.081367851,0.244103552,avge,WBM Input,Unknown,,
877,OK02535,259543,259543,35.558334,35.5583,-97.625,-97.625,107400,0.69273743,0.173184358,0.519553073,avge,WBM Input,Unknown,,
878,OK02562,119392,119392,35.108334,35.1083,-98.14167,-98.1417,79850,0.514464621,0.128616155,0.385848466,avge,WBM Input,Unknown,,
879,OK02580,191500,191500,35.341667,35.3417,-97.35833,-97.3583,148000,0.675675676,0.168918919,0.506756757,avge,WBM Input,Unknown,,
880,OK10300,24193,24193,34.025002,34.025,-95.39167,-95.3917,1274107,0.124492684,0.124906864,0.160528911,calibrated,WBM Input,Unknown,,
881,OK10301,2596,2596,35.341667,35.3417,-94.775002,-94.775,525700,1,0.934369824,0.99585944,calibrated,"No WBM Input, Hydro",ROR,,
882,OK10304,3015,3015,35.558334,35.5583,-95.175003,-95.175,170100,1,0.25,0.75,avge,"No WBM Input, Hydro",ROR,,
883,OK10305,2582,2582,35.308334,35.3083,-94.558334,-94.5583,15800,1,0.25,0.75,avge,WBM Input,Unknown,,
884,OK10306,39567,39567,34.108334,34.1083,-95.074997,-95.075,968210,0.055514816,0.013878704,0.041636112,avge,WBM Input,Unknown,,
885,OK10307,36153,36153,34.158333,34.1583,-94.675003,-94.675,1598950,0.574170549,0.542091155,0.592544309,calibrated,WBM Input,Peaking,,
886,OK10308,4967,4967,35.308334,35.3083,-95.35833,-95.3583,3825400,0.605060909,0.565586514,0.639205855,calibrated,WBM Input,Peaking,,
887,OK10309,3699,3699,36.158333,36.1583,-96.258331,-96.2583,1672613,0.302150587,0.29245314,0.371073974,calibrated,WBM Input,Unknown,,
888,OK10310,16609,16609,36.424999,36.425,-95.675003,-95.675,1559270,0.354146492,0.357596166,0.451627987,calibrated,WBM Input,Unknown,,
889,OK10311,25143,25143,35.608334,35.6083,-95.041664,-95.0417,1230800,0.531442964,0.515593616,0.556445503,calibrated,WBM Input,Peaking,,
890,OK10312,36633,36633,36.924999,36.925,-96.074997,-96.075,289000,0.010782007,0.002695502,0.008086505,avge,WBM Input,Unknown,,
891,OK10313,79831,79831,35.941666,35.9417,-96.308334,-96.3083,55395,0.128260673,0.032065168,0.096195505,avge,WBM Input,Unknown,,
892,OK10314,10510,10510,35.875,35.875,-95.224998,-95.225,1284400,0.284335098,0.284330554,0.31785656,calibrated,WBM Input,None,,
893,OK10315,30420,30420,34.941666,34.9417,-94.724998,-94.725,427481,0.120681387,0.119242387,0.194559881,calibrated,WBM Input,Unknown,,
894,OK10316,10199,10199,36.091667,36.0917,-98.60833,-98.6083,383800,0.290020844,0.225293837,0.295299728,calibrated,WBM Input,Unknown,,
895,OK10317,5475,5475,33.825001,33.825,-96.574997,-96.575,5194163,0.496785719,0.451734798,0.524233802,calibrated,WBM Input,Peaking,,
896,OK10318,23322,23322,36.541668,36.5417,-99.574997,-99.575,100700,0.138033764,0.125920341,0.141007274,calibrated,WBM Input,Unknown,,
897,OK10319,18951,18951,36.741665,36.7417,-98.14167,-98.1417,990200,0.031730963,0.031453768,0.038946737,calibrated,WBM Input,Unknown,,
898,OK11017,151335,151335,36.724998,36.725,-97.025002,-97.025,23700,0.6092827,0.152320675,0.456962025,avge,WBM Input,Unknown,,
899,OK11025,48830,48830,36.391666,36.3917,-95.041664,-95.0417,72400,0.524861878,0.13121547,0.393646409,avge,WBM Input,Unknown,,
900,OK11032,175470,175470,35.558334,35.5583,-96.125,-96.125,30300,0.561320132,0.140330033,0.420990099,avge,WBM Input,Unknown,,
901,OK11039,150207,150207,35.375,35.375,-97.041664,-97.0417,36500,0.619178082,0.154794521,0.464383562,avge,WBM Input,Unknown,,
902,OK20502,78404,78404,34.741665,34.7417,-98.991669,-98.9917,197520,0.493722155,0.123430539,0.370291616,avge,WBM Input,Unknown,,
903,OK20508,113524,113524,36.525002,36.525,-96.175003,-96.175,111100,0.173042304,0.16458476,0.180056311,calibrated,WBM Input,Unknown,,
904,OK20509,4916,4916,36.724998,36.725,-96.908333,-96.9083,1327160,0.306323277,0.299438895,0.348632816,calibrated,WBM Input,None,,
905,OK20510,15484,15484,36.674999,36.675,-101.125,-101.125,618500,0.208569119,0.05214228,0.156426839,avge,WBM Input,Unknown,,
906,OK20992,99708,99708,35.641666,35.6417,-95.14167,-95.1417,31790,0.463038691,0.115759673,0.347279019,avge,WBM Input,Unknown,,
907,OK21279,110578,110578,34.525002,34.525,-98.875,-98.875,34105,0.338572057,0.084643014,0.253929043,avge,WBM Input,Unknown,,
908,OK21489,43658,43658,36.891666,36.8917,-95.974998,-95.975,338000,0.128402367,0.109195223,0.150086467,calibrated,WBM Input,Unknown,,
909,OK21703,147636,147636,34.758335,34.7583,-97.041664,-97.0417,26300,0.548441065,0.137110266,0.411330798,avge,WBM Input,Unknown,,
910,OK21705,138801,138801,35.741665,35.7417,-96.941666,-96.9417,41300,0.046319613,0.011579903,0.034739709,avge,WBM Input,Unknown,,
911,OK22178,89293,89293,35.641666,35.6417,-97.35833,-97.3583,190700,0.144572627,0.036143157,0.10842947,avge,WBM Input,Unknown,,
912,OK22199,55460,55460,34.641666,34.6417,-95.35833,-95.3583,735830,0.372817091,0.093204273,0.279612818,avge,WBM Input,Unknown,,
913,OK22200,50121,50121,36.358334,36.3583,-96.074997,-96.075,893000,0.370884658,0.092721165,0.278163494,avge,WBM Input,Unknown,,
914,OK22226,140286,140286,35.408333,35.4083,-97.091667,-97.0917,40735,0.345280471,0.086320118,0.258960354,avge,WBM Input,Unknown,,
915,OR00001,1561256,1561256,45.641666,45.6417,-121.941666,-121.9417,537000,0.515828678,0.128957169,0.386871508,avge,"No WBM Input, Hydro",ROR,,
916,OR00002,1561306,1561306,45.625,45.625,-121.125,-121.125,330000,0.839393939,0.209848485,0.629545455,avge,"No WBM Input, Hydro",ROR,,
917,OR00004,1571221,1571221,44.724998,44.725,-122.258331,-122.2583,455000,0.340659341,0.468344789,0.922642173,calibrated,WBM Input,Peaking,,
918,OR00005,1579860,1579860,43.708332,43.7083,-123.074997,-123.075,50000,0.66,0.103015809,0.555184435,calibrated,WBM Input,Unknown,,
919,OR00007,1576148,1576148,43.958332,43.9583,-122.724998,-122.725,125000,0.92,0.156076206,0.869668423,calibrated,WBM Input,Unknown,,
920,OR00008,1573146,1573146,43.791668,43.7917,-122.958336,-122.9583,131000,0.591603053,0.102067907,0.495411183,calibrated,WBM Input,Peaking,,
921,OR00009,1567786,1567786,43.908333,43.9083,-122.758331,-122.7583,477700,0.954239062,0.238559766,0.715679297,avge,WBM Input,Reregulating,,
922,OR00010,1573148,1573148,44.458332,44.4583,-122.541664,-122.5417,430000,0.372093023,0.093023256,0.279069767,avge,WBM Input,Reregulating,,
923,OR00011,1561333,1561333,45.724998,45.725,-120.675003,-120.675,2530000,0.209486166,0.052371542,0.157114625,avge,"No WBM Input, Hydro",ROR,,
924,OR00013,1581688,1581688,44.174999,44.175,-122.275002,-122.275,89000,0.93258427,0.138903185,0.847986683,calibrated,WBM Input,Unknown,,
925,OR00014,1572031,1572031,43.708332,43.7083,-122.425003,-122.425,356000,0.984831461,0.535654915,0.91716956,calibrated,WBM Input,Peaking,,
926,OR00015,1574584,1574584,44.125,44.125,-122.241669,-122.2417,220000,0.945454545,0.33702878,0.801123927,calibrated,WBM Input,Peaking,,
927,OR00016,1573209,1573209,44.108334,44.1083,-123.291664,-123.2917,121000,0.844628099,0.08386403,0.724194073,calibrated,WBM Input,Unknown,,
928,OR00022,2874257,2874257,42.458332,42.4583,-122.241669,-122.2417,33000,1,0.25,0.75,avge,WBM Input,Unknown,,
929,OR00049,2404775,2404775,42.125,42.125,-120.625,-120.625,65000,0.961538462,0.240384615,0.721153846,avge,WBM Input,Unknown,,
930,OR00082,1567682,1567682,43.591667,43.5917,-118.224998,-118.225,210000,0.916190476,0.229047619,0.687142857,avge,WBM Input,Unknown,,
931,OR00098,1572707,1572707,44.291668,44.2917,-120.724998,-120.725,65664,0.685672515,0.255412132,0.502845529,calibrated,WBM Input,Unknown,,
932,OR00145,1579592,1579592,42.958332,42.9583,-121.091667,-121.0917,30500,0.689836066,0.172459016,0.517377049,avge,WBM Input,Unknown,,
933,OR00276,1571058,1571058,43.691666,43.6917,-121.675003,-121.675,216500,0.923787529,0.230946882,0.692840647,avge,WBM Input,Unknown,,
934,OR00279,1573567,1573567,43.758335,43.7583,-121.775002,-121.775,68800,0.804215116,0.201053779,0.603161337,avge,WBM Input,Unknown,,
935,OR00317,1579291,1579291,45.458332,45.4583,-122.125,-122.125,25000,0.84,0.21,0.63,avge,WBM Input,Unknown,,
936,OR00327,1582731,1582731,45.491665,45.4917,-122.074997,-122.075,33760,0.789099526,0.197274882,0.591824645,avge,WBM Input,Unknown,,
937,OR00381,1585898,1585898,43.508335,43.5083,-121.974998,-121.975,119600,0.719481605,0.179870401,0.539611204,avge,WBM Input,Unknown,,
938,OR00390,1573491,1573491,44.358334,44.3583,-117.675003,-117.675,49000,0.416326531,0.104081633,0.312244898,avge,WBM Input,Unknown,,
939,OR00465,1586635,1586635,45.341667,45.3417,-117.224998,-117.225,49257,1,0.25,0.75,avge,WBM Input,Unknown,,
940,OR00525,3292542,3292542,45.458332,45.4583,-123.408333,-123.4083,20000,1,0.25,0.75,avge,WBM Input,Unknown,,
941,OR00541,1603295,1603295,44.325001,44.325,-122.041664,-122.0417,17530,0.855675984,0.213918996,0.641756988,avge,WBM Input,Unknown,,
942,OR00545,1588498,1588498,45.108334,45.1083,-121.808334,-121.8083,69000,0.956521739,0.239130435,0.717391304,avge,WBM Input,Unknown,,
943,OR00546,1578385,1578385,45.075001,45.075,-121.974998,-121.975,400,0.38,0.095,0.285,avge,"No WBM Input, Hydro",ROR,,
944,OR00548,1563183,1563183,44.691666,44.6917,-121.241669,-121.2417,31800,1,0.25,0.75,avge,WBM Input,Peaking,,
945,OR00549,1563196,1563196,44.608334,44.6083,-121.275002,-121.275,535000,1,0.25,0.75,avge,WBM Input,Peaking,,
946,OR00550,1569369,1569369,45.241665,45.2417,-122.275002,-122.275,18630,1,0.25,0.75,avge,"No WBM Input, Hydro",ROR,,
947,OR00554,3155502,3155502,43.291668,43.2917,-122.39167,-122.3917,1051,1,0.25,0.75,avge,WBM Input,Peaking,,
948,OR00556,3155553,3155553,43.325001,43.325,-122.208336,-122.2083,19000,0.583105263,0.145776316,0.437328947,avge,WBM Input,Peaking,,
949,OR00557,2871926,2871926,42.241665,42.2417,-121.808334,-121.8083,735000,1,0.25,0.75,avge,WBM Input,Unknown,,
950,OR00559,2871903,2871903,42.125,42.125,-122.041664,-122.0417,3380,1,0.25,0.75,avge,WBM Input,Unknown,,
951,OR00564,3158677,3158677,43.275002,43.275,-122.39167,-122.3917,265,0.871698113,0.217924528,0.653773585,avge,WBM Input,Peaking,,
952,OR00577,1576400,1576400,44.674999,44.675,-118.008331,-118.0083,111500,0.704035874,0.184056451,0.478809978,calibrated,WBM Input,Unknown,,
953,OR00579,1563934,1563934,44.108334,44.1083,-120.775002,-120.775,233150,0.644289084,0.161072271,0.483216813,avge,WBM Input,Unknown,,
954,OR00580,2873348,2873348,42.224998,42.225,-122.39167,-122.3917,76700,0.809647979,0.376548009,0.629810236,calibrated,WBM Input,Unknown,,
955,OR00581,3122793,3122793,42.158333,42.1583,-122.60833,-122.6083,46700,0.835117773,0.293171795,0.716489785,calibrated,WBM Input,Unknown,,
956,OR00583,1575684,1575684,45.524822,45.5248,-118.774132,-118.7741,83260,0.814316599,0.20357915,0.610737449,avge,WBM Input,Unknown,,
957,OR00584,2872450,2872450,42.191666,42.1917,-121.125,-121.125,130270,0.723650879,0.18091272,0.542738159,avge,WBM Input,Unknown,,
958,OR00589,1571184,1571184,43.908333,43.9083,-118.158333,-118.1583,66000,0.897151515,0.224287879,0.672863636,avge,WBM Input,Unknown,,
959,OR00590,1574072,1574072,45.858334,45.8583,-119.158333,-119.1583,52200,0.957854406,0.239463602,0.718390805,avge,WBM Input,Unknown,,
960,OR00591,2874331,2874331,42.174999,42.175,-122.474998,-122.475,25100,0.645418327,0.276558945,0.559060878,calibrated,WBM Input,Unknown,,
